cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
1566961,H4C12INOF2,H8 C24 I2 N2 O2 F4,42,42,519.2516,P-1,2,triclinic,6,C F H I N O,True
1567165,H7C8O,H56 C64 O8,128,128,1211.6483,P2_12_12_1,19,orthorhombic,3,C H O,True
1567166,H4C4O,H48 C48 O12,108,108,987.9204,P2_12_12_1,19,orthorhombic,3,C H O,True
1567179,H10PbC12(SO)2,H20 Pb2 C24 S4 O4,54,54,597.3725,P2_1/c,14,monoclinic,5,C H O Pb S,True
1567283,H16C15(NO)2,H32 C30 N4 O4,70,70,636.1251,P2_1/m,11,monoclinic,4,C H N O,True
1567472,H8C12S,H32 C48 S4,84,84,895.5432,P2_1/c,14,monoclinic,3,C H S,True
1567607,H6C4N3ClO2,H24 C16 N12 Cl4 O8,64,64,701.3498,P2_1/c,14,monoclinic,5,C Cl H N O,True
1567608,H29C23N,H58 C46 N2,106,106,968.4704,P2_1,4,monoclinic,3,C H N,True
1567611,H14C23SI2N(OF)3,H28 C46 S2 I4 N2 O6 F6,94,94,1155.2298,P-1,2,triclinic,7,C F H I N O S,True
1567719,H11C14SNO,H44 C56 S4 N4 O4,112,112,1194.6229,P2_1/c,14,monoclinic,5,C H N O S,True
1567948,H27C27SNO3,H54 C54 S2 N2 O6,118,118,1121.158,Pc,7,monoclinic,5,C H N O S,True
1567986,ZnH9C8N5O2,Zn4 H36 C32 N20 O8,100,100,1010.721,P2_12_12_1,19,orthorhombic,5,C H N O Zn,True
1567990,H13C8(NO2)3,H52 C32 N12 O24,120,120,1051.2988,P2_12_12_1,19,orthorhombic,4,C H N O,True
1568105,ReH5C9NClO6,Re2 H10 C18 N2 Cl2 O12,46,46,593.6801,P-1,2,triclinic,6,C Cl H N O Re,True
1568131,H8C8SN2O3,H32 C32 S4 N8 O12,88,88,942.3765,P2_1/c,14,monoclinic,5,C H N O S,True
1568414,H15C16NO3,H30 C32 N2 O6,70,70,651.1492,Pc,7,monoclinic,4,C H N O,True
1568688,SiH29C30NO2,Si2 H58 C60 N2 O4,126,126,1249.9958,P2_1,4,monoclinic,5,C H N O Si,True
1568781,H13C17O2F3,H52 C68 O8 F12,140,140,1421.4812,P-1,2,triclinic,4,C F H O,True
1568799,Si2BiH24C18Br2N3,Si4 Bi2 H48 C36 Br4 N6,100,100,1314.5182,P-1,2,triclinic,6,Bi Br C H N Si,True
1568894,H15C18NO,H60 C72 N4 O4,140,140,1370.4667,P2_12_12_1,19,orthorhombic,4,C H N O,True
1569044,Ag3H18C37N7OF18,Ag3 H18 C37 N7 O1 F18,84,84,965.2225,P1,1,triclinic,6,Ag C F H N O,True
1569082,B5H14C3N3O10,B20 H56 C12 N12 O40,140,140,1297.0341,P2_1/c,14,monoclinic,5,B C H N O,True
1569205,ZnH13C12N3O5,Zn4 H52 C48 N12 O20,136,136,1279.4189,P2_1/c,14,monoclinic,5,C H N O Zn,True
1569256,PH13C8IN,P4 H52 C32 I4 N4,96,96,1093.5741,Pnma,62,orthorhombic,5,C H I N P,True
1569347,H29C38S2N2(ClO3)2,H29 C38 S2 N2 Cl2 O6,79,79,873.536,P1,1,triclinic,6,C Cl H N O S,True
1569407,H9C11NO3,H36 C44 N4 O12,96,96,1002.7058,P-1,2,triclinic,4,C H N O,True
1569698,CdH11C4I3N2,Cd4 H44 C16 I12 N8,84,42,1206.881,Cc,9,monoclinic,5,C Cd H I N,True
1570010,H3C7N9O10,H12 C28 N36 O40,116,116,1371.5789,P2_1/c,14,monoclinic,4,C H N O,True
1570015,H2C7IN4Cl,H8 C28 I4 N16 Cl4,60,60,860.4668,P2_1/c,14,monoclinic,5,C Cl H I N,True
1570076,ZnH18C30N2(ClO2)2,Zn2 H36 C60 N4 Cl4 O8,114,114,1264.91,P2/c,13,monoclinic,6,C Cl H N O Zn,True
1570125,H3C9(OF)2,H12 C36 O8 F8,64,64,667.6088,P-1,2,triclinic,4,C F H O,True
1570140,H14C13N2O3,H56 C52 N8 O12,128,128,1242.0187,P-1,2,triclinic,4,C H N O,True
1570142,BH4C3IN2,B4 H16 C12 I4 N8,44,44,572.2794,P-1,2,triclinic,5,B C H I N,True
1570244,H9(C5S)2,H18 C20 S4,42,42,432.5461,P-1,2,triclinic,3,C H S,True
1570258,H18C15O4,H36 C30 O8,74,74,675.6531,P2_1,4,monoclinic,3,C H O,True
1570329,H6C7BrO3F,H24 C28 Br4 O12 F4,72,72,781.0207,P2_12_12_1,19,orthorhombic,5,Br C F H O,True
1570439,H10C4O,H40 C16 O4,60,60,431.321,P2_1/c,14,monoclinic,3,C H O,True
1570732,GeH18C14I4(NF)2,Ge2 H36 C28 I8 N4 F4,82,82,1111.0355,P2_1/c,14,monoclinic,6,C F Ge H I N,True
1570998,Al3P3H7C4N2O12F,Al6 P6 H14 C8 N4 O24 F2,64,64,761.6261,P-1,2,triclinic,7,Al C F H N O P,True
1571017,Si4H27C10O,Si8 H54 C20 O2,84,84,871.508,P-1,2,triclinic,4,C H O Si,True
1571128,H12C13(NO2)2,H48 C52 N8 O16,124,62,1209.6198,C2/c,15,monoclinic,4,C H N O,True
1571170,H10C13BrNO2,H40 C52 Br4 N4 O8,108,108,1117.9974,P2_1/c,14,monoclinic,5,Br C H N O,True
1571248,H22C18N2O3,H44 C36 N4 O6,90,90,813.8109,P-1,2,triclinic,4,C H N O,True
1571296,H15C17N3O4,H30 C34 N6 O8,78,78,756.9552,P2_1,4,monoclinic,4,C H N O,True
1571415,H7C12IBrCl,H14 C24 I2 Br2 Cl2,44,44,589.1294,P-1,2,triclinic,5,Br C Cl H I,True
1571697,H17C18NO2,H34 C36 N2 O4,76,76,671.0571,P2_1/m,11,monoclinic,4,C H N O,True
1571722,LiH12C10(NO2)3,Li2 H24 C20 N6 O12,64,64,638.5856,P-1,2,triclinic,5,C H Li N O,True
1571736,H19C15NO2,H38 C30 N2 O4,74,74,680.6686,P-1,2,triclinic,4,C H N O,True
1572043,P3H32C19N,P6 H64 C38 N2,110,110,1047.7502,P-1,2,triclinic,4,C H N P,True
1572294,P3H24C21NO6,P6 H48 C42 N2 O12,110,110,1192.6487,P3c1,158,trigonal,5,C H N O P,True
1572515,H9C10SN4ClO4,H36 C40 S4 N16 Cl4 O16,116,116,1290.0241,P2_1/c,14,monoclinic,6,C Cl H N O S,True
1572546,HfSiH39C29N3,Hf2 Si2 H78 C58 N6,146,146,1408.6843,P-1,2,triclinic,5,C H Hf N Si,True
1572880,H20C26BrNO4,H40 C52 Br2 N2 O8,104,104,1069.956,P-1,2,triclinic,5,Br C H N O,True
1572963,Mg32Si16O65,Mg32 Si16 O65,113,113,1162.8258,P1,1,triclinic,3,Mg O Si,False
1572967,Mg2SiO4,Mg8 Si4 O16,28,28,290.0498,Pnma,62,orthorhombic,3,Mg O Si,False
1573366,H12C11Br(NO)3,H48 C44 Br4 N12 O12,120,60,1231.2233,Cc,9,monoclinic,5,Br C H N O,True
1573403,H19C16N3,H38 C32 N6,76,76,674.2183,P2_1,4,monoclinic,3,C H N,True
1573569,H14C15Br(NO)3,H56 C60 Br4 N12 O12,144,144,1424.0881,P2_1/c,14,monoclinic,5,Br C H N O,True
1573716,H11C10SeBrO,H44 C40 Se4 Br4 O4,96,96,1026.717,P2_1/c,14,monoclinic,5,Br C H O Se,True
1573875,ZnH20C10S2(NO2)2,Zn2 H40 C20 S4 N4 O8,78,78,637.743,P2_1,4,monoclinic,6,C H N O S Zn,True
1573997,H18C23SN2O3,H36 C46 S2 N4 O6,94,94,981.562,P2_1,4,monoclinic,5,C H N O S,True
1574176,B10H26C26S,B20 H52 C52 S2,126,126,1226.2986,P-1,2,triclinic,4,B C H S,True
1574236,H9C11N2O,H36 C44 N8 O4,92,92,919.3107,P-1,2,triclinic,4,C H N O,True
1574315,H5C6N,H40 C48 N8,96,96,602.8739,P2_1/c,14,monoclinic,3,C H N,True
1574428,K5In14Se23Cl,K5 In14 Se23 Cl1,43,43,1309.0583,P1,1,triclinic,4,Cl In K Se,False
1574460,H15C15N4O3,H60 C60 N16 O12,148,148,1407.115,P2_1/c,14,monoclinic,4,C H N O,True
1574528,H7C3NO2,H28 C12 N4 O8,52,52,427.4218,P2_12_12_1,19,orthorhombic,4,C H N O,True
1574787,H10C11S2(NO)2,H40 C44 S8 N8 O8,108,108,1209.6482,P2_1/c,14,monoclinic,5,C H N O S,True
1574838,NaNO2,Na4 N4 O8,16,16,218.746,P4_32_12,96,tetragonal,3,N Na O,False
1574851,LiBr,Li16 Br16,32,8,916.6408,Fddd,70,orthorhombic,2,Br Li,False
1574882,UH20C19(NO3)4,U2 H40 C38 N8 O24,112,112,1142.6998,P-1,2,triclinic,5,C H N O U,True
1575106,H37C25SN3O4,H74 C50 S2 N6 O8,140,140,1269.6876,P2_1,4,monoclinic,5,C H N O S,True
1575167,H6C7N4O13,H24 C28 N16 O52,120,120,1248.8654,P2_1/c,14,monoclinic,4,C H N O,True
1575192,H24PbC24(I2N)2,H48 Pb2 C48 I8 N4,110,110,1419.3183,P2_1/c,14,monoclinic,5,C H I N Pb,True
1575265,H16C17N4,H32 C34 N8,74,74,689.7352,P2_1,4,monoclinic,3,C H N,True
1575266,H60AuC56N4(ClO5)2,H60 Au1 C56 N4 Cl2 O10,133,133,1290.3819,P-1,2,triclinic,6,Au C Cl H N O,True
1575279,H5C7S,H20 C28 S4,52,52,511.8567,P-1,2,triclinic,3,C H S,True
1575449,H20C27Br2,H40 C54 Br4,98,98,1073.01,P-1,2,triclinic,3,Br C H,True
1575547,Fe3H32C37Cl2,Fe6 H64 C74 Cl4,148,148,1456.33,P-1,2,triclinic,4,C Cl Fe H,True
1575664,SiBPH15C18I5,Si2 B2 P2 H30 C36 I10,82,82,1239.4849,P-1,2,triclinic,6,B C H I P Si,True
1575666,SiBH6C2SCl5,Si4 B4 H24 C8 S4 Cl20,64,64,1115.9722,P2_1/c,14,monoclinic,6,B C Cl H S Si,True
1575700,SnH12C4(NCl3)2,Sn2 H24 C8 N4 Cl12,50,50,681.5274,P2_1,4,monoclinic,5,C Cl H N Sn,True
1575701,SnH12C4(NCl3)2,Sn2 H24 C8 N4 Cl12,50,50,679.7837,P2_1,4,monoclinic,5,C Cl H N Sn,True
1575712,H9C13O3F,H36 C52 O12 F4,104,104,1021.1004,P2_12_12_1,19,orthorhombic,4,C F H O,True
1575832,H10C9(N2O)2,H40 C36 N16 O8,100,100,977.3172,Pna2_1,33,orthorhombic,4,C H N O,True
1575877,K3H4C6N3O11,K9 H12 C18 N9 O33,81,81,979.9066,P3_1,144,trigonal,5,C H K N O,True
1575981,SiH27C28NO3,Si2 H54 C56 N2 O6,120,120,1254.5534,P2_1,4,monoclinic,5,C H N O Si,True
1576129,H22PbC16I4(BrN)2,H44 Pb2 C32 I8 Br4 N4,94,94,1278.7695,P2_1/c,14,monoclinic,6,Br C H I N Pb,True
1576291,H15C16N3O,H60 C64 N12 O4,140,140,1316.9651,P2_12_12_1,19,orthorhombic,4,C H N O,True
1576374,BH21C27Se,B2 H42 C54 Se2,100,100,1037.3409,P-1,2,triclinic,4,B C H Se,True
1577057,MnH18C6(NCl2)2,Mn4 H72 C24 N8 Cl16,124,124,1272.5092,P2_1/c,14,monoclinic,5,C Cl H Mn N,True
1577058,MnH18C6(NCl2)2,Mn4 H72 C24 N8 Cl16,124,124,1274.7396,P2_1/c,14,monoclinic,5,C Cl H Mn N,True
1577060,MnH18C6(NCl2)2,Mn2 H36 C12 N4 Cl8,62,62,695.269,P2_1/c,14,monoclinic,5,C Cl H Mn N,True
1577133,H23C24NO2,H46 C48 N2 O4,100,100,927.2037,P2_1,4,monoclinic,4,C H N O,True
1577180,H14(C5O)3,H28 C30 O6,64,64,592.6979,P2_1,4,monoclinic,3,C H O,True
1577234,H16C11SO5,H64 C44 S4 O20,132,132,1293.8328,P2_12_12_1,19,orthorhombic,4,C H O S,True
1577280,H13C12SN2ClO2,H52 C48 S4 N8 Cl4 O8,124,124,1258.5677,P2_1/c,14,monoclinic,6,C Cl H N O S,True
1577447,LuH9(CO)9,Lu4 H36 C36 O36,112,112,1046.9914,P2_1/c,14,monoclinic,4,C H Lu O,True
2000233,H10C11O2,H40 C44 O8,92,92,866.6332,P2_1/c,14,monoclinic,3,C H O,True
2000244,NiH12(BrO6)2,Ni4 H48 Br8 O48,108,108,1092.3133,Pa-3,205,cubic,4,Br H Ni O,False
2000274,MnH10(C2O3)2,Mn6 H60 C24 O36,126,126,1238.8075,P2_1/c,14,monoclinic,4,C H Mn O,True
2000337,BiMoO2,Bi8 Mo8 O16,32,16,321.8205,I4_1/amd,141,tetragonal,3,Bi Mo O,False
2000390,H12C13O3,H48 C52 O12,112,112,1093.9578,Pna2_1,33,orthorhombic,3,C H O,True
2000391,H8C10N2O,H32 C40 N8 O4,84,84,823.957,P2_12_12_1,19,orthorhombic,4,C H N O,True
2000492,H16C19S3Br(NO)2,H32 C38 S6 Br2 N4 O4,86,86,932.9089,P-1,2,triclinic,6,Br C H N O S,True
2000582,HIO3,H4 I4 O12,20,20,252.5859,P2_12_12_1,19,orthorhombic,3,H I O,False
2000619,H12C9N4O3,H24 C18 N8 O6,56,56,515.7278,P-1,2,triclinic,4,C H N O,True
2000632,H14C9NClO6,H28 C18 N2 Cl2 O12,62,62,601.9318,P-1,2,triclinic,5,C Cl H N O,True
2000640,PH15C15O,P4 H60 C60 O4,128,128,1323.8896,P-1,2,triclinic,4,C H O P,True
2000721,H6C8O,H24 C32 O4,60,60,607.593,P2_1,4,monoclinic,3,C H O,True
2000722,H15C16NO5,H30 C32 N2 O10,74,74,675.4797,P-1,2,triclinic,4,C H N O,True
2000724,H6C10SN,H24 C40 S4 N4,72,72,763.9433,P2_1/c,14,monoclinic,4,C H N S,True
2000811,GeH11C4NO4,Ge4 H44 C16 N4 O16,84,84,709.7485,P2_1/c,14,monoclinic,5,C Ge H N O,True
2000837,H20C16N2O3,H40 C32 N4 O6,82,82,787.07,P2_1,4,monoclinic,4,C H N O,True
2000853,H13C11SO2F,H52 C44 S4 O8 F4,112,112,1142.0682,P2_12_12_1,19,orthorhombic,5,C F H O S,True
2000876,H16C15SO3,H64 C60 S4 O12,140,140,1396.754,P-1,2,triclinic,4,C H O S,True
2000877,H13C14NO3F2,H52 C56 N4 O12 F8,132,132,1258.2238,P2_1/c,14,monoclinic,5,C F H N O,True
2001118,H10C7S5,H40 C28 S20,88,88,1048.5895,P2_1/c,14,monoclinic,3,C H S,True
2001132,Ca2P2O7,Ca16 P16 O56,88,88,1079.369,P4_1,76,tetragonal,3,Ca O P,False
2001254,H8C11NClO3,H32 C44 N4 Cl4 O12,96,96,1050.9582,P2_1/c,14,monoclinic,5,C Cl H N O,True
2001346,H14C13O2,H56 C52 O8,116,116,1054.616,P2_1/c,14,monoclinic,3,C H O,True
2001365,USeO,U2 Se2 O2,6,6,104.8526,P4/nmm,129,tetragonal,3,O Se U,False
2001377,FeH12C8N(ClO2)2,Fe4 H48 C32 N4 Cl8 O16,112,112,1138.5369,P2_1/c,14,monoclinic,6,C Cl Fe H N O,True
2001392,H13C9NO3,H52 C36 N4 O12,104,104,904.6372,P2_1/c,14,monoclinic,4,C H N O,True
2001470,H13C19NO,H52 C76 N4 O4,136,136,1330.8493,P2_1/c,14,monoclinic,4,C H N O,True
2001471,H18C13O2,H36 C26 O4,66,66,514.0661,P-1,2,triclinic,3,C H O,True
2001486,NiH22C6N4(ClO)2,Ni4 H88 C24 N16 Cl8 O8,148,148,1317.1363,P2_1/c,14,monoclinic,6,C Cl H N Ni O,True
2001494,Sr2RuO4,Sr4 Ru2 O8,14,7,190.8364,I4/mmm,139,tetragonal,3,O Ru Sr,False
2001528,K2NiH12(C2O7)2,K4 Ni2 H24 C8 O28,66,66,680.2715,P2_1/c,14,monoclinic,5,C H K Ni O,True
2001581,H10C9N2(ClO)2,H40 C36 N8 Cl8 O8,100,100,1118.9573,Pca2_1,29,orthorhombic,5,C Cl H N O,True
2001634,H16C29S3N5O2,H32 C58 S6 N10 O4,110,110,1322.6469,P-1,2,triclinic,5,C H N O S,True
2001653,H11C14NO3,H22 C28 N2 O6,58,58,553.7645,P-1,2,triclinic,4,C H N O,True
2001677,H14C11NClO3,H56 C44 N4 Cl4 O12,120,120,1226.0542,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
2001682,H16C17(N3O2)2,H32 C34 N12 O8,86,86,770.8641,P-1,2,triclinic,4,C H N O,True
2001688,H28C28N9O10,H56 C56 N18 O20,150,150,1454.1673,P2_1,4,monoclinic,4,C H N O,True
2001700,SrH4(ClO)2,Sr4 H16 Cl8 O8,36,18,476.3162,C2/c,15,monoclinic,4,Cl H O Sr,False
2001705,H10PdC8Br2N6(Cl2O)2,H10 Pd1 C8 Br2 N6 Cl4 O2,33,33,453.9443,P-1,2,triclinic,7,Br C Cl H N O Pd,True
2001761,CuH15C17N3ClO6,Cu2 H30 C34 N6 Cl2 O12,86,86,891.4412,P-1,2,triclinic,6,C Cl Cu H N O,True
2001835,H13C16IN2O,H26 C32 I2 N4 O2,66,66,714.1949,P-1,2,triclinic,5,C H I N O,True
2001893,H12C9(NO)2,H36 C27 N6 O6,75,75,720.0175,R3,146,trigonal,4,C H N O,True
2001894,H10C13N2O3,H20 C26 N4 O6,56,56,571.4916,P-1,2,triclinic,4,C H N O,True
2001903,H30Ir2Pt(NCl)10,H60 Ir4 Pt2 N20 Cl20,106,53,1173.6427,C2/m,12,monoclinic,5,Cl H Ir N Pt,False
2001912,H13C18NO2,H52 C72 N4 O8,136,136,1386.8534,P2_12_12_1,19,orthorhombic,4,C H N O,True
2001928,H7C4NO,H56 C32 N8 O8,104,104,870.6337,P2_12_12_1,19,orthorhombic,4,C H N O,True
2001962,H5C9BrO2,H20 C36 Br4 O8,68,68,826.546,P2_1/c,14,monoclinic,4,Br C H O,True
2001978,Si3H27C11,Si6 H54 C22,82,82,801.7511,P-1,2,triclinic,3,C H Si,True
2002021,H9C7O,H36 C28 O4,68,68,591.4531,P-1,2,triclinic,3,C H O,True
2002025,Pr2P3(HO2)5,Pr8 P12 H20 O40,80,80,949.4631,P2_1/c,14,monoclinic,4,H O P Pr,False
2002038,H2C2NO,H16 C16 N8 O8,48,48,455.9116,P2_1/c,14,monoclinic,4,C H N O,True
2002041,H8C5NClO,H64 C40 N8 Cl8 O8,128,128,1283.1082,P2_1/c,14,monoclinic,5,C Cl H N O,True
2002126,Sr4Cr3O9,Sr12 Cr9 O27,48,48,630.7999,P3,143,trigonal,3,Cr3.33+ O2- Sr2+,False
2002131,Sr3Cr2O8,Sr9 Cr6 O24,39,13,541.7451,R-3m,166,trigonal,3,Cr5+ O2- Sr2+,False
2002208,Ca2GaFeO5,Ca8 Ga4 Fe4 O20,36,36,443.3414,Pnma,62,orthorhombic,4,Ca2+ Fe3+ Ga3+ O2-,False
2002219,Bi2PdO4,Bi8 Pd4 O16,28,14,439.3704,I4cm,108,tetragonal,3,Bi3+ O2- Pd2+,False
2002246,CaLu2O4,Ca4 Lu8 O16,28,28,372.0861,Pnma,62,orthorhombic,3,Ca2+ Lu3+ O2-,False
2002248,La2Zr2O7,La16 Zr16 O56,88,22,1254.8195,Fd-3m,227,cubic,3,La3+ O2- Zr4+,False
2002284,SrAl2O4,Sr4 Al8 O16,28,28,383.7974,P2_1,4,monoclinic,3,Al3+ O2- Sr2+,False
2002297,Ga2PbO4,Ga4 Pb2 O8,14,14,210.9176,P1,1,triclinic,3,Ga3+ O2- Pb2+,False
2002341,Sr7Nb6O21,Sr21 Nb18 O63,102,34,1346.5391,R-3,148,trigonal,4,Nb4+ Nb5+ O2- Sr2+,False
2002381,BaTm2NiO5,Ba2 Tm4 Ni2 O10,18,9,241.3962,Immm,71,orthorhombic,4,Ba2+ Ni2+ O2- Tm3+,False
2002426,BaHo2CoO5,Ba4 Ho8 Co4 O20,36,36,495.1415,Pnma,62,orthorhombic,4,Ba2+ Co2+ Ho3+ O2-,False
2002428,BaEr2CoO5,Ba2 Er4 Co2 O10,18,9,246.0675,Immm,71,orthorhombic,4,Ba2+ Co2+ Er3+ O2-,False
2002439,BaNd2CoO5,Ba2 Nd4 Co2 O10,18,9,267.6293,Immm,71,orthorhombic,4,Ba2+ Co2+ Nd3+ O2-,False
2002469,Ba3Tm4O9,Ba9 Tm12 O27,48,16,792.5759,R3,146,trigonal,3,Ba2+ O2- Tm3+,False
2002483,BaEu2NiO5,Ba2 Eu4 Ni2 O10,18,9,256.2411,Immm,71,orthorhombic,4,Ba2+ Eu3+ Ni2+ O2-,False
2002509,BaNd2ZnO5,Ba4 Nd8 Zn4 O20,36,18,530.0135,I4/mcm,140,tetragonal,4,Ba2+ Nd3+ O2- Zn2+,False
2002526,YCu(WO4)2,Y1 Cu1 W2 O8,12,12,151.0835,P1,1,triclinic,4,Cu+ O2- W6+ Y3+,False
2002589,Ba2Hg3(PdO2)7,Ba4 Hg6 Pd14 O28,52,26,717.2204,C2/m,12,monoclinic,5,Ba2+ Hg2+ O2- Pd2+ Pd4+,False
2002599,Ba3Dy4O9,Ba9 Dy12 O27,48,16,822.4723,R3,146,trigonal,3,Ba2+ Dy3+ O2-,False
2002624,KMg2V3(CuO6)2,K4 Mg8 V12 Cu8 O48,80,40,985.0329,C2/c,15,monoclinic,5,Cu2+ K+ Mg2+ O2- V5+,False
2002626,Ho2Be2SiO7,Ho4 Be4 Si2 O14,24,24,252.5084,P-42_1m,113,tetragonal,4,Be2+ Ho3+ O2- Si4+,False
2002662,TbCu(WO4)2,Tb6 Cu6 W12 O48,72,72,918.0557,P-1,2,triclinic,4,Cu+ O2- Tb3+ W6+,False
2002675,KCu3Ag(MoO4)4,K4 Cu12 Ag4 Mo16 O64,100,100,1457.9946,P2_1/c,14,monoclinic,5,Ag+ Cu2+ K+ Mo6+ O2-,False
2002764,KSrVO4,K4 Sr4 V4 O16,28,28,428.4031,Pnma,62,orthorhombic,4,K+ O2- Sr2+ V5+,False
2002784,Mg2V2CuO8,Mg4 V4 Cu2 O16,26,26,289.3511,P2_1/c,14,monoclinic,4,Cu2+ Mg2+ O2- V5+,False
2002799,TiB2,Ti1 B2,3,3,25.6551,P6/mmm,191,hexagonal,2,B2- Ti4+,False
2002815,RbV3Cd3O11,Rb4 V12 Cd12 O44,72,72,1024.1975,P2_1/c,14,monoclinic,4,Cd2+ O2- Rb+ V5+,False
2002874,MnV2O6,Mn2 V4 O12,18,9,204.9614,C2/m,12,monoclinic,3,Mn2+ O2- V5+,False
2002918,H8C6N6O5,H32 C24 N24 O20,100,100,894.2784,P2_1/c,14,monoclinic,4,C H N O,True
2002938,H2C8Cl2O3,H8 C32 Cl8 O12,60,30,799.2497,C2/c,15,monoclinic,4,C Cl H O,True
2002942,NaNbO3,Na8 Nb8 O24,40,20,486.948,Cmcm,63,orthorhombic,3,Na Nb O,False
2003004,P(W3O10)2,P4 W24 O80,108,108,1469.4284,P2_12_12_1,19,orthorhombic,3,O P W,False
2003007,TlP(HO2)2,Tl8 P8 H16 O32,64,64,855.8064,P2_1/c,14,monoclinic,4,H O P Tl,False
2003011,ThP4H24(CS)8,Th2 P8 H48 C16 S16,90,90,1266.5978,P4_22_12,94,tetragonal,5,C H P S Th,True
2003027,Li2Si2O5,Li8 Si8 O20,36,18,404.1665,Ccc2,37,orthorhombic,3,Li O Si,False
2003131,Sr2YbNbO6,Sr4 Yb2 Nb2 O12,20,20,276.587,P2_1/c,14,monoclinic,4,Nb O Sr Yb,False
2003155,KH18RuN6(ClO2)4,K3 H54 Ru3 N18 Cl12 O24,114,38,1148.3127,R-3m,166,trigonal,6,Cl H K N O Ru,False
2003158,RbH18RuN6(ClO2)4,Rb3 H54 Ru3 N18 Cl12 O24,114,38,1190.6834,R-3,148,trigonal,6,Cl H N O Rb Ru,False
2003162,CsCrH18N6(ClO2)4,Cs3 Cr3 H54 N18 Cl12 O24,114,38,1258.3451,R-3,148,trigonal,6,Cl Cr Cs H N O,False
2003216,KAlAs2O7,K2 Al2 As4 O14,22,22,293.3687,P-1,2,triclinic,4,Al As K O,False
2003317,H27C31NO5,H54 C62 N2 O10,128,128,1244.7015,P-1,2,triclinic,4,C H N O,True
2003373,NiP2H34C26S4(NO2)2,Ni1 P2 H34 C26 S4 N2 O4,73,73,783.8478,P-1,2,triclinic,7,C H N Ni O P S,True
2003427,H4C4BrN,H16 C16 Br4 N4,40,20,490.8475,C2/m,12,monoclinic,4,Br C H N,True
2003524,H20C10NClO3,H80 C40 N4 Cl4 O12,140,140,1220.1234,P2_1/c,14,monoclinic,5,C Cl H N O,True
2003586,H20C25O6,H40 C50 O12,102,102,1021.1821,P-1,2,triclinic,3,C H O,True
2003597,H33C29O5F7,H66 C58 O10 F14,148,148,1462.467,P1,1,triclinic,4,C F H O,True
2003656,H19C12SO,H76 C48 S4 O4,132,132,1172.086,P2_1/c,14,monoclinic,4,C H O S,True
2003691,H4C5O2,H16 C20 O8,44,44,409.75,P2_1/c,14,monoclinic,3,C H O,True
2003770,H16C10N3O4,H64 C40 N12 O16,132,132,1173.7928,P2_1/c,14,monoclinic,4,C H N O,True
2003837,H13C10NO2,H52 C40 N4 O8,104,104,1025.3719,P2_1/c,14,monoclinic,4,C H N O,True
2003851,H9C15SNO4,H18 C30 S2 N2 O8,60,60,646.7801,P-1,2,triclinic,5,C H N O S,True
2003863,H32C17NClO,H64 C34 N2 Cl2 O2,104,104,925.8774,P-1,2,triclinic,5,C Cl H N O,True
2003938,CdH18(C4N)2,Cd4 H72 C32 N8,116,116,1045.0423,Pnma,62,orthorhombic,4,C Cd H N,True
2003970,H12C19N2O3,H48 C76 N8 O12,144,144,1468.4398,P2_1/c,14,monoclinic,4,C H N O,True
2003987,H11C3N6Cl2O9,H22 C6 N12 Cl4 O18,62,62,591.5932,P-1,2,triclinic,5,C Cl H N O,True
2003988,NiH18C14(N2O3)2,Ni2 H36 C28 N8 O12,86,86,849.4359,P2_1/c,14,monoclinic,5,C H N Ni O,True
2004035,BH8AuC10N2(ClF2)2,B4 H32 Au4 C40 N8 Cl8 F16,112,112,1359.4793,P2_1/c,14,monoclinic,7,Au B C Cl F H N,True
2004040,H9C6S2N,H36 C24 S8 N4,72,72,746.1389,P2_1/c,14,monoclinic,4,C H N S,True
2004055,H14C14N4O3,H56 C56 N16 O12,140,140,1383.8747,P2_1/c,14,monoclinic,4,C H N O,True
2004077,NaZr2CoF11,Na2 Zr4 Co2 F22,30,15,419.4604,C2/m,12,monoclinic,4,Co F Na Zr,False
2004091,ZnH14C6(N2O3)2,Zn2 H28 C12 N8 O12,62,62,593.1493,P-1,2,triclinic,5,C H N O Zn,True
2004136,H13C10N5O4,H52 C40 N20 O16,128,128,1173.4963,P2_1,4,monoclinic,4,C H N O,True
2004139,FePH6CNO5,Fe4 P4 H24 C4 N4 O20,60,60,511.4193,P2_1/c,14,monoclinic,6,C Fe H N O P,True
2004202,H10(C5O)3,H40 C60 O12,112,112,1171.1062,P2_12_12_1,19,orthorhombic,3,C H O,True
2004207,H18C12O5,H72 C48 O20,140,140,1272.1341,Pbcm,57,orthorhombic,3,C H O,True
2004210,H18C9NClO4,H72 C36 N4 Cl4 O16,132,132,1258.5579,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
2004224,H4C7S2(NO)2,H8 C14 S4 N4 O4,34,34,445.6573,P-1,2,triclinic,5,C H N O S,True
2004238,CeZnNi2,Ce6 Zn6 Ni12,24,24,362.2399,P6_3/mmc,194,hexagonal,3,Ce Ni Zn,False
2004244,H15C7N3O5,H60 C28 N12 O20,120,120,978.7767,P2_12_12_1,19,orthorhombic,4,C H N O,True
